,id,lot_frontage,lot_area,lot_shape,neighborhood,overall_qual,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,total_bsmt_sf,heating_qc,electrical,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_finish,garage_area,garage_qual,paved_drive,wood_deck_sf,saleprice,total_porch_area,age_sold
492,911,43.0,5707,0,6,6,0.0,3,BrkTil,3.0,3.0,1.0,1.0,583.0,4,2,1242,0.0,1,1,3,1,3,7,1,4.0,1.0,180.0,2.0,2,329,105000,96,74.0
493,2535,78.0,9360,0,11,6,203.0,3,CBlock,3.0,3.0,3.0,5.0,976.0,3,4,976,1.0,1,0,2,1,4,7,1,2.0,2.0,504.0,3.0,2,94,157500,0,38.0
494,2030,40.0,5680,0,3,5,0.0,3,CBlock,3.0,3.0,1.0,1.0,969.0,3,3,1214,0.0,1,0,2,1,3,7,0,0.0,1.0,216.0,3.0,0,0,117000,77,106.0
495,2634,70.0,7000,0,11,5,0.0,3,CBlock,3.0,3.0,1.0,4.0,864.0,4,4,864,0.0,1,0,3,1,3,7,0,0.0,1.0,336.0,3.0,2,0,105000,0,44.0
496,1530,51.0,10480,0,6,6,0.0,3,BrkTil,3.0,3.0,1.0,1.0,1064.0,5,3,1639,0.0,1,0,3,1,3,2,0,0.0,1.0,240.0,3.0,2,0,115000,0,72.0
497,435,95.0,11578,0,26,9,302.0,5,PConc,5.0,3.0,1.0,1.0,1736.0,5,4,1736,0.0,2,0,3,1,5,7,1,4.0,2.0,834.0,3.0,2,319,360000,90,1.0
498,812,64.0,7018,0,13,5,0.0,3,Slab,0.0,0.0,0.0,0.0,0.0,3,4,1535,0.0,2,0,4,2,3,7,0,0.0,1.0,400.0,3.0,2,0,118858,0,30.0
499,1202,66.23954211230293,9130,0,16,6,252.0,3,CBlock,3.0,3.0,1.0,6.0,800.0,4,4,1632,0.0,1,1,4,1,4,7,0,0.0,1.0,484.0,3.0,2,0,173000,40,42.0
500,666,60.0,10800,0,3,3,0.0,3,BrkTil,3.0,3.0,1.0,1.0,630.0,3,3,725,0.0,1,1,1,1,3,7,0,0.0,1.0,320.0,3.0,2,0,78500,30,119.0
501,1751,62.0,8244,1,15,7,0.0,4,PConc,4.0,3.0,1.0,1.0,840.0,5,4,1720,0.0,2,1,3,1,4,7,1,4.0,3.0,440.0,3.0,2,100,183500,48,3.0
502,705,60.0,6000,0,3,4,0.0,2,CBlock,2.0,3.0,1.0,1.0,936.0,3,4,936,0.0,1,0,2,1,3,5,0,0.0,1.0,576.0,3.0,2,0,93000,144,56.0
503,1744,50.55108158815691,3621,0,17,8,72.0,4,PConc,4.0,3.0,4.0,6.0,1406.0,5,4,1589,1.0,2,0,2,1,4,7,1,3.0,3.0,630.0,3.0,2,143,226500,20,4.0
504,357,59.0,7837,1,15,6,0.0,4,PConc,4.0,3.0,1.0,1.0,799.0,4,4,1571,0.0,2,1,3,1,3,7,1,3.0,2.0,380.0,3.0,2,0,178000,40,16.0
505,2133,72.0,10665,1,18,7,167.0,4,PConc,4.0,3.0,3.0,6.0,1453.0,5,4,1479,1.0,2,0,3,1,4,7,0,0.0,2.0,558.0,3.0,2,144,226000,29,4.0
506,989,70.0,10457,1,12,5,178.0,4,CBlock,3.0,3.0,4.0,4.0,784.0,5,4,1632,0.0,1,1,4,1,3,7,1,3.0,2.0,898.0,3.0,2,0,173000,362,40.0
507,562,60.0,8281,1,8,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,864.0,4,4,864,0.0,1,0,3,1,3,7,1,1.0,1.0,360.0,3.0,2,0,62383,236,44.0
508,1054,67.0,14948,1,26,9,268.0,5,PConc,5.0,3.0,3.0,6.0,1452.0,5,4,2713,1.0,2,1,3,1,5,7,1,4.0,3.0,858.0,3.0,2,126,446261,66,0.0
509,2850,43.0,7000,0,6,7,0.0,3,BrkTil,3.0,3.0,1.0,5.0,624.0,5,4,1479,1.0,1,0,3,1,4,7,2,4.0,1.0,312.0,3.0,2,413,160000,56,80.0
510,1082,51.45952575355945,3940,0,17,7,24.0,4,PConc,4.0,3.0,1.0,6.0,1393.0,5,4,1576,1.0,2,0,2,1,4,7,1,3.0,2.0,668.0,3.0,2,143,219990,20,4.0
511,1440,93.0,9382,1,18,7,125.0,4,PConc,4.0,3.0,1.0,1.0,1468.0,5,4,1479,0.0,2,0,3,1,4,7,0,0.0,2.0,577.0,3.0,2,120,191000,25,9.0
512,2006,55.0,6854,0,4,5,0.0,3,PConc,3.0,3.0,1.0,2.0,756.0,3,3,1060,1.0,1,0,1,1,3,4,1,4.0,1.0,308.0,2.0,2,0,136500,215,82.0
513,2082,48.72842762017972,11515,1,5,4,0.0,3,Slab,0.0,0.0,0.0,0.0,0.0,3,4,943,0.0,1,0,3,1,4,5,0,0.0,1.0,308.0,3.0,0,0,80000,60,49.0
514,2344,95.33541417048968,13837,1,16,7,178.0,4,PConc,4.0,4.0,1.0,6.0,1204.0,4,4,2183,0.0,2,1,4,1,4,7,0,0.0,1.0,786.0,3.0,2,0,229000,0,18.0
515,248,80.0,9938,0,13,7,246.0,4,PConc,4.0,3.0,1.0,6.0,1050.0,5,4,1949,1.0,2,1,3,1,4,7,1,3.0,3.0,574.0,3.0,2,156,236000,90,17.0
516,2276,85.0,12633,1,22,10,242.0,5,PConc,5.0,3.0,4.0,1.0,1824.0,5,4,1824,0.0,2,0,3,1,5,7,1,4.0,3.0,932.0,3.0,2,160,392000,144,1.0
517,755,57.0,6876,0,1,6,0.0,3,CBlock,3.0,2.0,1.0,4.0,720.0,2,4,1930,1.0,2,0,4,1,3,7,0,0.0,1.0,316.0,3.0,2,0,149000,213,82.0
518,1178,36.0,3951,1,21,10,0.0,5,PConc,4.0,3.0,2.0,4.0,970.0,5,4,2393,1.0,2,1,2,1,5,7,1,3.0,3.0,846.0,3.0,2,0,345000,184,10.0
519,2636,62.0,9856,0,3,5,0.0,4,PConc,2.0,3.0,1.0,1.0,716.0,5,3,2014,0.0,2,0,5,1,3,7,0,0.0,1.0,624.0,3.0,2,0,169000,239,106.0
520,2077,84.0,17808,0,5,4,0.0,3,CBlock,3.0,3.0,1.0,1.0,484.0,3,4,1242,0.0,1,0,2,1,3,4,0,0.0,1.0,336.0,3.0,0,0,109900,0,61.0
521,2930,74.0,9627,0,12,7,94.0,3,PConc,4.0,3.0,3.0,2.0,996.0,5,4,2000,0.0,2,1,3,1,3,7,1,3.0,3.0,650.0,3.0,2,190,188000,48,13.0
522,737,50.0,6000,0,4,6,0.0,3,CBlock,3.0,3.0,1.0,1.0,780.0,5,2,1412,0.0,1,0,4,1,3,7,1,4.0,1.0,280.0,3.0,2,45,132500,0,70.0
523,837,65.0,9757,0,18,5,0.0,3,PConc,3.0,3.0,1.0,5.0,990.0,5,4,990,1.0,1,0,3,1,3,7,0,0.0,2.0,440.0,3.0,2,66,143000,92,15.0
524,2086,58.0,9280,0,5,5,0.0,3,CBlock,2.0,3.0,1.0,5.0,1342.0,5,4,1342,1.0,1,0,4,1,3,7,0,0.0,1.0,256.0,3.0,2,0,125000,0,56.0
525,2385,117.0,14780,1,26,9,309.0,5,PConc,5.0,3.0,4.0,6.0,1868.0,5,4,1868,1.0,2,0,2,1,5,7,1,4.0,3.0,1085.0,3.0,2,354,415000,212,1.0
526,189,60.0,7740,0,3,4,0.0,3,CBlock,2.0,3.0,1.0,1.0,622.0,4,4,1363,0.0,1,0,3,1,3,7,0,0.0,1.0,528.0,3.0,2,0,125500,168,100.0
527,635,80.0,9600,0,11,6,183.0,3,CBlock,3.0,3.0,1.0,3.0,1240.0,4,4,1632,1.0,2,0,3,1,3,6,1,4.0,2.0,338.0,3.0,2,289,139000,0,51.0
528,432,97.0,13478,1,26,10,309.0,5,PConc,5.0,3.0,4.0,6.0,1722.0,5,4,2296,1.0,2,1,3,1,5,7,1,4.0,2.0,842.0,3.0,2,382,451950,274,1.0
529,900,65.0,10926,0,5,5,74.0,3,CBlock,3.0,3.0,1.0,1.0,1678.0,3,4,1678,0.0,2,0,6,2,3,7,0,0.0,0.0,0.0,0.0,2,0,119900,0,50.0
530,966,62.9600017511374,6853,1,22,8,136.0,4,PConc,5.0,3.0,1.0,6.0,1267.0,5,4,1296,1.0,2,0,2,1,4,7,0,0.0,3.0,471.0,3.0,2,192,220000,25,8.0
531,1612,85.0,10667,0,11,6,302.0,3,CBlock,3.0,3.0,1.0,4.0,1587.0,3,4,1587,0.0,2,0,3,1,3,7,1,4.0,1.0,525.0,3.0,2,0,167300,44,36.0
532,904,45.0,8212,0,5,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,720.0,5,4,1298,0.0,1,0,3,1,3,7,2,4.0,1.0,256.0,3.0,2,84,122000,0,68.0
533,2487,70.0,9100,0,8,5,309.0,3,CBlock,3.0,3.0,1.0,3.0,1728.0,3,4,1728,1.0,2,0,6,2,3,7,0,0.0,1.0,504.0,3.0,2,0,125000,0,43.0
534,1304,50.0,6000,0,3,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,928.0,4,3,928,0.0,1,0,3,1,3,7,0,0.0,3.0,288.0,3.0,2,0,112500,0,51.0
535,2112,78.0,9316,0,18,7,0.0,4,PConc,4.0,3.0,4.0,1.0,879.0,5,4,1795,0.0,2,1,3,1,4,7,0,0.0,2.0,578.0,3.0,2,164,191000,111,2.0
536,1244,75.0,9464,0,11,6,135.0,3,CBlock,3.0,3.0,1.0,4.0,1080.0,4,4,1080,0.0,1,0,3,1,3,7,0,0.0,1.0,288.0,3.0,2,0,136000,130,50.0
537,843,80.0,10400,0,18,7,0.0,3,PConc,4.0,3.0,3.0,1.0,866.0,5,4,1779,0.0,2,1,3,1,4,7,0,0.0,2.0,546.0,3.0,2,198,197900,36,11.0
538,2689,59.0,5310,0,3,6,0.0,3,CBlock,3.0,2.0,1.0,1.0,485.0,4,4,1635,0.0,1,0,2,1,4,7,0,0.0,1.0,255.0,2.0,2,394,117000,0,96.0
539,2753,64.0,7406,0,18,7,84.0,4,PConc,4.0,3.0,3.0,6.0,1199.0,5,4,1220,1.0,2,0,2,1,4,7,0,0.0,2.0,632.0,3.0,2,105,194000,54,0.0
540,1169,56.36737403042619,4538,1,21,9,179.0,4,PConc,5.0,3.0,3.0,6.0,1310.0,5,4,1310,1.0,1,1,1,1,4,7,1,3.0,2.0,545.0,3.0,2,277,285000,45,7.0
541,1376,62.0,10106,0,5,5,0.0,3,BrkTil,3.0,3.0,1.0,5.0,644.0,4,4,1355,1.0,2,0,4,2,3,7,0,0.0,0.0,0.0,0.0,2,140,127500,0,68.0
542,2503,53.94272626234914,13346,1,25,7,0.0,4,PConc,4.0,3.0,1.0,6.0,1095.0,5,4,2295,1.0,2,1,4,1,4,7,1,3.0,2.0,590.0,3.0,2,0,268000,40,14.0
543,1987,57.0,9639,0,3,4,0.0,3,PConc,3.0,3.0,1.0,1.0,1075.0,5,4,1798,0.0,2,1,4,1,3,7,0,0.0,1.0,342.0,3.0,0,0,137000,160,107.0
544,1190,59.75506024851397,15387,1,16,7,0.0,3,CBlock,3.0,3.0,1.0,5.0,1620.0,5,4,1620,0.0,2,0,4,1,4,7,1,4.0,1.0,578.0,3.0,2,0,215000,254,41.0
545,1930,75.0,10050,0,11,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,1216.0,3,4,1216,1.0,1,0,3,1,3,7,0,0.0,2.0,336.0,3.0,2,0,129500,0,52.0
546,2677,58.00943666398527,6240,0,4,5,0.0,3,BrkTil,4.0,3.0,1.0,1.0,896.0,4,3,1344,0.0,1,0,3,1,3,7,0,0.0,1.0,240.0,2.0,2,200,115000,114,70.0
547,1256,45.0,7506,0,3,5,0.0,3,PConc,3.0,3.0,1.0,1.0,747.0,3,4,1159,0.0,1,0,3,1,3,7,0,0.0,1.0,288.0,2.0,0,84,114000,96,83.0
548,2484,65.58455102126035,8900,0,13,4,0.0,3,CBlock,3.0,3.0,1.0,3.0,1056.0,3,4,1056,1.0,1,0,2,1,3,7,0,0.0,1.0,384.0,3.0,2,0,107000,42,40.0
549,1253,80.0,8480,0,11,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,832.0,3,4,1216,0.0,1,0,2,1,3,7,0,0.0,1.0,336.0,3.0,2,158,118500,102,61.0
550,1337,50.0,6000,0,4,6,0.0,3,BrkTil,3.0,3.0,1.0,1.0,862.0,3,4,1158,0.0,1,0,3,1,3,7,1,4.0,2.0,208.0,3.0,2,0,120000,112,79.0
551,1788,74.0,8847,0,21,8,148.0,4,PConc,4.0,3.0,3.0,6.0,1538.0,5,4,1538,1.0,2,0,3,1,4,7,0,0.0,2.0,484.0,3.0,2,146,260000,40,2.0
552,141,66.36880321191119,8050,1,11,5,150.0,3,CBlock,3.0,3.0,1.0,4.0,1143.0,3,4,1143,1.0,1,0,3,1,3,7,0,0.0,2.0,308.0,3.0,2,0,136000,0,51.0
553,1669,70.0,8294,0,11,4,0.0,3,CBlock,3.0,3.0,1.0,1.0,858.0,3,4,872,0.0,1,0,3,1,3,7,0,0.0,1.0,480.0,3.0,2,0,123000,0,36.0
554,1366,65.9985908561045,7920,1,1,6,0.0,3,CBlock,3.0,3.0,1.0,1.0,319.0,3,3,1406,0.0,1,0,3,1,2,7,0,0.0,0.0,0.0,0.0,0,0,89500,144,88.0
555,52,100.0,18494,1,15,6,0.0,4,PConc,4.0,3.0,1.0,1.0,1324.0,5,4,1324,0.0,2,0,3,1,4,7,0,0.0,3.0,430.0,3.0,2,36,199500,23,5.0
556,1380,63.83996804301634,7162,1,8,5,41.0,3,PConc,3.0,3.0,1.0,1.0,876.0,3,4,904,0.0,1,0,3,1,3,7,0,0.0,1.0,408.0,3.0,2,0,109900,0,42.0
557,919,53.0,10918,0,19,7,0.0,4,BrkTil,4.0,3.0,1.0,1.0,1276.0,5,4,2080,0.0,1,1,3,1,4,7,2,4.0,1.0,282.0,3.0,2,0,234000,145,83.0
558,2804,37.0,4435,0,18,6,169.0,4,PConc,4.0,3.0,2.0,6.0,848.0,5,4,848,1.0,1,0,1,1,4,7,1,4.0,2.0,420.0,3.0,2,140,155900,0,2.0
559,782,72.27685129930413,11250,0,20,4,0.0,3,CBlock,3.0,3.0,3.0,1.0,1104.0,5,3,1788,1.0,1,0,5,1,3,5,2,3.0,1.0,304.0,3.0,2,120,161500,0,52.0
560,956,56.873099447926606,14375,1,22,6,309.0,3,CBlock,3.0,3.0,1.0,6.0,819.0,4,3,1344,0.0,1,0,3,1,4,7,1,4.0,2.0,525.0,3.0,2,0,137500,351,51.0
561,187,100.0,9045,0,3,5,0.0,3,BrkTil,3.0,3.0,2.0,1.0,840.0,2,2,2256,0.0,2,0,4,2,2,7,0,0.0,0.0,0.0,0.0,0,0,76500,36,100.0
562,2074,97.0,10029,1,20,6,268.0,4,PConc,4.0,3.0,1.0,6.0,1151.0,3,4,2060,0.0,2,1,4,1,3,7,1,3.0,1.0,521.0,3.0,2,0,211000,362,19.0
563,1039,34.0,4060,0,11,6,0.0,4,PConc,4.0,3.0,1.0,6.0,1405.0,5,4,1337,1.0,2,0,2,1,4,7,0,0.0,3.0,511.0,3.0,2,144,181000,68,10.0
564,1210,82.0,9020,0,11,6,183.0,3,CBlock,3.0,3.0,4.0,3.0,1127.0,3,4,1165,1.0,1,1,3,1,3,7,0,0.0,2.0,490.0,4.0,2,0,174900,129,42.0
565,2710,96.0,11777,1,8,5,97.0,3,CBlock,3.0,3.0,3.0,2.0,1164.0,5,4,1320,1.0,1,0,3,1,3,7,2,2.0,2.0,564.0,3.0,2,160,164500,308,40.0
566,44,70.0,10171,1,26,7,168.0,4,PConc,4.0,3.0,1.0,6.0,1517.0,5,4,1535,0.0,2,0,3,1,4,7,0,0.0,2.0,532.0,3.0,2,0,214000,0,6.0
567,1026,80.0,10400,0,16,7,280.0,3,CBlock,4.0,3.0,2.0,1.0,738.0,3,4,2044,0.0,2,1,3,1,3,6,1,3.0,1.0,489.0,3.0,2,28,185000,73,28.0
568,1343,52.0,6240,0,4,4,0.0,3,PConc,3.0,3.0,1.0,4.0,704.0,5,4,1136,0.0,1,0,2,1,3,7,0,0.0,1.0,336.0,3.0,2,0,123000,362,79.0
569,2248,50.53677258892772,12150,1,12,6,0.0,3,CBlock,4.0,3.0,3.0,6.0,1001.0,3,4,1299,1.0,2,0,2,1,4,7,1,1.0,2.0,486.0,3.0,2,84,183500,222,28.0
570,1849,24.0,2645,0,21,8,309.0,4,PConc,4.0,3.0,1.0,1.0,776.0,5,4,1441,0.0,2,1,2,1,4,7,0,0.0,1.0,492.0,3.0,2,206,174000,0,8.0
571,2076,108.06610562515243,19950,1,5,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,1073.0,3,4,1630,0.0,2,0,3,1,3,4,1,3.0,1.0,649.0,3.0,1,0,130000,64,54.0
572,2641,60.0,9600,0,3,7,0.0,3,BrkTil,3.0,4.0,1.0,2.0,728.0,5,4,1641,0.0,1,1,3,1,5,7,1,4.0,1.0,546.0,2.0,2,0,178000,234,81.0
573,5,74.0,13830,1,15,5,0.0,3,PConc,4.0,3.0,1.0,6.0,928.0,4,4,1629,0.0,2,1,3,1,3,7,1,3.0,3.0,482.0,3.0,2,212,189900,34,13.0
574,878,52.86918049297718,4435,0,18,6,170.0,4,PConc,4.0,3.0,3.0,6.0,848.0,5,4,848,1.0,1,0,1,1,4,7,0,0.0,3.0,420.0,3.0,2,140,144000,0,6.0
575,1548,69.49917664113626,5890,0,1,6,0.0,4,BrkTil,3.0,3.0,3.0,5.0,816.0,5,4,816,0.0,1,0,2,1,3,7,0,0.0,1.0,432.0,3.0,2,0,120500,96,78.0
576,841,112.0,10859,0,18,5,0.0,3,PConc,4.0,3.0,1.0,1.0,1097.0,5,4,1097,0.0,1,1,3,1,3,7,0,0.0,1.0,672.0,3.0,2,392,145000,64,15.0
577,1621,41.0,5330,0,27,8,0.0,4,PConc,4.0,3.0,3.0,6.0,1494.0,5,4,1652,1.0,2,0,2,1,5,7,0,0.0,2.0,499.0,3.0,2,96,251000,48,7.0
578,218,72.0,10778,0,8,4,0.0,3,CBlock,3.0,3.0,1.0,1.0,1768.0,3,4,1768,0.0,2,0,4,2,3,7,0,0.0,0.0,0.0,0.0,2,0,136500,0,42.0
579,1504,74.0,6845,0,5,4,58.0,3,Slab,0.0,0.0,0.0,0.0,0.0,3,2,1152,0.0,2,0,2,2,3,7,0,0.0,0.0,0.0,0.0,0,0,82500,0,53.0
580,946,109.0,19950,0,1,2,0.0,2,CBlock,0.0,0.0,0.0,0.0,0.0,3,3,810,0.0,1,0,1,1,3,6,0,0.0,1.0,280.0,3.0,0,119,57625,24,99.0
581,455,80.0,10307,1,26,7,176.0,4,PConc,4.0,3.0,1.0,6.0,1350.0,5,4,1358,1.0,2,0,2,1,4,7,1,4.0,2.0,484.0,3.0,2,192,212500,26,2.0
582,2906,32.0,4500,0,12,6,116.0,3,PConc,5.0,3.0,1.0,6.0,1216.0,5,4,1216,1.0,2,0,2,1,3,7,0,0.0,1.0,402.0,3.0,2,0,164000,125,8.0
583,2878,75.0,9060,0,1,6,309.0,3,CBlock,3.0,3.0,1.0,1.0,967.0,4,4,1638,0.0,2,0,4,1,4,7,0,0.0,1.0,384.0,3.0,2,0,139000,21,49.0
584,1173,24.0,2304,0,21,7,212.0,4,PConc,4.0,3.0,1.0,4.0,600.0,5,4,1252,1.0,2,1,2,1,4,7,0,0.0,1.0,462.0,3.0,2,0,160000,48,9.0
585,985,70.0,7669,0,12,5,0.0,3,PConc,4.0,3.0,3.0,6.0,828.0,3,4,883,1.0,1,0,2,1,3,7,1,2.0,1.0,698.0,3.0,2,100,149000,32,17.0
586,975,62.0,9858,0,12,5,0.0,3,CBlock,3.0,3.0,1.0,4.0,864.0,3,4,874,1.0,1,0,3,1,3,7,0,0.0,2.0,288.0,3.0,2,33,130000,0,41.0
587,202,50.0,10300,1,3,7,0.0,3,BrkTil,3.0,3.0,1.0,1.0,576.0,4,4,1710,0.0,2,0,3,1,3,7,0,0.0,1.0,480.0,3.0,2,12,140000,75,89.0
588,528,65.0,8125,0,21,8,288.0,4,PConc,4.0,3.0,1.0,1.0,1836.0,5,4,1836,0.0,2,0,3,1,4,7,1,4.0,3.0,517.0,3.0,2,0,264500,175,1.0
589,2579,69.0,14850,1,11,5,0.0,3,CBlock,3.0,3.0,1.0,3.0,1092.0,3,3,1092,1.0,1,0,2,1,3,7,1,3.0,3.0,299.0,3.0,2,268,141000,122,49.0
590,1841,35.0,4274,1,21,7,0.0,4,PConc,4.0,3.0,1.0,6.0,1241.0,5,4,1241,1.0,1,1,1,1,4,7,0,0.0,3.0,569.0,3.0,2,0,199900,116,1.0
591,591,80.0,9650,0,16,6,309.0,3,CBlock,4.0,3.0,1.0,5.0,1350.0,3,4,1334,0.0,2,0,2,1,3,7,1,3.0,2.0,630.0,3.0,2,0,167900,16,32.0
592,1897,57.47113479192201,14585,1,11,6,85.0,3,CBlock,3.0,3.0,1.0,4.0,1144.0,5,4,1429,0.0,1,0,3,1,4,7,2,4.0,1.0,572.0,3.0,2,216,181900,110,47.0
593,70,75.0,9000,0,21,8,36.0,4,PConc,4.0,3.0,3.0,6.0,1566.0,5,4,1566,1.0,2,0,3,1,4,7,0,0.0,2.0,750.0,3.0,2,144,262500,168,2.0
594,590,82.6695380168144,13774,1,16,7,283.0,3,PConc,4.0,3.0,1.0,6.0,908.0,5,4,2288,0.0,1,2,4,1,4,7,2,3.0,2.0,520.0,3.0,2,321,230000,228,32.0
595,1172,50.0,5119,1,21,9,60.0,4,PConc,5.0,3.0,3.0,6.0,1698.0,5,4,1709,1.0,2,0,2,1,4,7,1,3.0,3.0,506.0,3.0,2,97,328900,65,9.0
596,1714,71.0,9254,1,26,8,210.0,4,PConc,4.0,3.0,1.0,6.0,1721.0,5,4,1721,1.0,2,0,3,1,4,7,0,0.0,2.0,554.0,3.0,2,168,232698,27,2.0
597,829,95.0,10324,1,18,8,140.0,4,PConc,4.0,3.0,3.0,6.0,1254.0,5,4,1254,1.0,2,0,2,1,4,7,0,0.0,2.0,810.0,3.0,2,168,221800,92,1.0
598,1397,63.0,8375,0,8,5,0.0,3,BrkTil,3.0,3.0,1.0,5.0,576.0,4,4,1350,1.0,1,1,2,1,4,6,0,0.0,1.0,627.0,3.0,0,0,152400,0,67.0
599,877,75.0,9750,0,18,7,171.0,4,PConc,4.0,3.0,1.0,1.0,1630.0,5,4,1630,0.0,2,0,3,1,4,7,1,3.0,1.0,451.0,3.0,2,74,213000,234,9.0
600,2477,74.0,7632,1,13,7,96.0,4,PConc,4.0,3.0,1.0,1.0,784.0,5,4,1585,0.0,2,1,3,1,4,7,0,0.0,2.0,449.0,3.0,2,100,184900,77,1.0
601,2871,90.0,15750,0,19,5,56.0,3,CBlock,3.0,3.0,2.0,4.0,1165.0,3,4,1336,1.0,1,0,2,1,3,7,2,4.0,1.0,375.0,3.0,2,0,157000,0,53.0
602,2489,69.75767016121846,9240,1,8,5,0.0,3,CBlock,3.0,3.0,1.0,4.0,864.0,4,4,1211,0.0,1,0,2,1,3,6,1,3.0,1.0,576.0,3.0,2,161,144000,0,44.0
603,1655,80.0,10400,0,16,6,253.0,3,CBlock,4.0,3.0,1.0,6.0,1259.0,5,4,1353,1.0,2,0,2,1,3,7,1,3.0,2.0,478.0,3.0,2,240,192350,141,28.0
604,1891,80.0,8800,0,11,7,202.0,3,CBlock,3.0,3.0,1.0,4.0,1174.0,5,4,1200,0.0,2,0,3,1,3,7,1,3.0,2.0,440.0,3.0,2,0,163500,0,41.0
605,1419,86.0,11839,0,13,7,99.0,3,PConc,4.0,3.0,1.0,6.0,1475.0,5,4,2329,1.0,2,1,4,1,4,7,1,5.0,1.0,514.0,3.0,2,192,262280,121,18.0
606,1473,70.0,9135,0,18,7,113.0,4,PConc,4.0,3.0,3.0,6.0,1536.0,5,4,1536,1.0,2,0,3,1,4,7,0,0.0,2.0,532.0,3.0,2,192,214000,74,6.0
607,2868,90.0,14115,1,19,6,0.0,3,PConc,3.0,3.0,1.0,5.0,1073.0,5,4,1811,0.0,1,0,2,1,5,7,1,4.0,3.0,470.0,3.0,2,0,230000,280,50.0
608,1695,109.0,14154,0,26,7,309.0,4,PConc,5.0,4.0,1.0,1.0,1063.0,5,4,2172,0.0,2,1,3,1,4,7,1,4.0,2.0,947.0,3.0,2,192,280000,62,1.0
609,2244,65.0,6565,0,1,4,0.0,3,CBlock,3.0,3.0,1.0,6.0,1073.0,4,3,1073,1.0,1,0,3,1,3,7,0,0.0,1.0,720.0,3.0,2,0,140000,362,50.0
610,169,70.0,7700,0,11,6,309.0,3,CBlock,3.0,3.0,1.0,1.0,756.0,3,4,1839,0.0,1,1,4,1,3,7,1,3.0,1.0,442.0,3.0,2,0,155000,340,44.0
611,2670,63.0,4761,0,1,3,0.0,2,BrkTil,3.0,2.0,1.0,1.0,1020.0,2,1,1020,0.0,1,0,2,1,2,7,0,0.0,0.0,0.0,0.0,0,0,64500,105,88.0
612,247,87.0,12361,1,13,6,85.0,4,PConc,4.0,3.0,1.0,6.0,946.0,5,4,1802,0.0,2,1,3,1,4,7,1,4.0,2.0,1017.0,3.0,2,413,218000,92,17.0
613,2137,72.0,9720,0,18,5,51.0,3,CBlock,3.0,5.0,3.0,5.0,995.0,3,4,1009,0.0,2,0,3,1,3,7,1,2.0,1.0,576.0,3.0,2,0,160000,0,30.0
614,1794,72.0,8640,0,21,8,0.0,4,PConc,4.0,3.0,1.0,6.0,1338.0,5,4,1338,0.0,2,0,3,1,4,7,0,0.0,2.0,598.0,3.0,2,0,208900,141,0.0
615,1498,117.0,19950,1,5,5,0.0,3,Slab,0.0,0.0,0.0,0.0,0.0,3,4,3820,0.0,3,1,5,1,5,7,2,4.0,1.0,624.0,3.0,2,0,284700,362,49.0
616,1164,30.0,3180,0,21,7,0.0,4,PConc,4.0,3.0,1.0,1.0,689.0,5,4,1392,0.0,2,0,2,1,4,7,0,0.0,1.0,540.0,3.0,2,0,146000,102,1.0
617,1179,38.0,14963,2,23,8,0.0,4,PConc,4.0,3.0,1.0,6.0,1260.0,5,4,1288,1.0,1,1,1,1,5,7,2,4.0,3.0,500.0,3.0,2,120,245500,254,12.0
618,1340,50.0,5000,0,4,6,0.0,3,BrkTil,3.0,3.0,1.0,1.0,992.0,5,4,1013,0.0,1,0,3,1,3,7,0,0.0,1.0,160.0,2.0,2,0,113000,101,82.0
619,436,117.0,16870,1,26,8,238.0,4,PConc,5.0,3.0,4.0,6.0,1782.0,5,4,1782,1.0,2,0,3,1,4,7,2,4.0,3.0,932.0,3.0,2,99,296000,82,5.0
620,1636,86.0,14157,1,27,9,200.0,4,PConc,5.0,3.0,4.0,6.0,1922.0,5,4,1922,1.0,2,0,3,1,4,7,1,4.0,3.0,676.0,3.0,2,178,377426,51,2.0
621,421,96.0,12456,0,26,10,230.0,5,PConc,5.0,3.0,4.0,6.0,1700.0,5,4,1718,1.0,2,0,3,1,5,7,1,4.0,3.0,786.0,3.0,2,216,337500,48,3.0
622,457,100.0,14836,1,26,10,309.0,5,PConc,5.0,3.0,4.0,6.0,2492.0,5,4,2492,1.0,2,1,2,1,5,7,1,5.0,3.0,949.0,3.0,2,226,552000,235,5.0
623,2834,56.0,6956,0,5,4,0.0,3,CBlock,2.0,3.0,2.0,1.0,624.0,5,4,936,0.0,1,0,3,1,3,7,0,0.0,1.0,265.0,3.0,2,0,97900,0,58.0
624,517,75.0,7862,1,21,6,0.0,4,PConc,4.0,3.0,1.0,6.0,1218.0,5,4,1218,0.0,2,0,2,1,4,7,0,0.0,3.0,676.0,3.0,2,0,208300,102,0.0
